Effective date ,Dow Jones Commodity Index Cotton
12/15/2017,127.94
12/18/2017,126.73
12/19/2017,126.44
12/20/2017,127.59
12/21/2017,131.34
12/22/2017,131.23
12/26/2017,130.49
12/27/2017,133.05
12/28/2017,132.79
12/29/2017,132.51
1/2/2018,130.6
1/3/2018,131.63
1/4/2018,133.55
1/5/2018,131.46
1/8/2018,131.68
1/9/2018,132.04
1/10/2018,134.23
1/11/2018,139.28
1/12/2018,137.65
1/16/2018,137.23
1/17/2018,138.42
1/18/2018,139.25
1/19/2018,140.58
1/22/2018,140.56
1/23/2018,138.62
1/24/2018,138.64
1/25/2018,137.98
1/26/2018,135.63
1/29/2018,132.05
1/30/2018,129.81
1/31/2018,130.23
2/1/2018,132.04
2/2/2018,130.27
2/5/2018,129.04
2/6/2018,128.4
2/7/2018,128.46
2/8/2018,129.75
2/9/2018,130.18
2/12/2018,130.18
2/13/2018,130.43
2/14/2018,129.71
2/15/2018,129.37
2/16/2018,130.03
2/20/2018,133.06
2/21/2018,135.47
2/22/2018,133.92
2/23/2018,137.07
2/26/2018,138.44
2/27/2018,138.61
2/28/2018,139.75
3/1/2018,137.87
3/2/2018,138.34
3/5/2018,143.63
3/6/2018,138.91
3/7/2018,139.64
3/8/2018,143.44
3/9/2018,142.43
3/12/2018,140.34
3/13/2018,139.84
3/14/2018,140.61
3/15/2018,140.77
3/16/2018,139.62
3/19/2018,136.89
3/20/2018,140.01
3/21/2018,139.18
3/22/2018,138.44
3/23/2018,137.9
3/26/2018,137.82
3/27/2018,138.22
3/28/2018,136.06
3/29/2018,137.28
4/2/2018,136.45
4/3/2018,138.22
4/4/2018,134.21
4/5/2018,139.15
4/6/2018,138.98
4/9/2018,139.62
4/10/2018,140.4
4/11/2018,140.7
4/12/2018,139.87
4/13/2018,140.46
4/16/2018,140.24
4/17/2018,139.79
4/18/2018,139.21
4/19/2018,139.57
4/20/2018,142.79
4/23/2018,141.76
4/24/2018,137.36
4/25/2018,141.46
4/26/2018,141.84
4/27/2018,142.42
4/30/2018,141.29
5/1/2018,142.37
5/2/2018,142.7
5/3/2018,142.4
5/4/2018,146.44
5/7/2018,144.91
5/8/2018,143.88
5/9/2018,144.69
5/10/2018,142.5
5/11/2018,142.6
5/14/2018,141.05
5/15/2018,141.15
5/16/2018,142.15
5/17/2018,143.29
5/18/2018,145.85
5/21/2018,149.01
5/22/2018,147.2
5/23/2018,146.55
5/24/2018,147.39
5/25/2018,150.34
5/29/2018,157.08
5/30/2018,155.86
5/31/2018,156.98
6/1/2018,157.23
6/4/2018,155.21
6/5/2018,151.4
6/6/2018,153.27
6/7/2018,157.62
6/8/2018,158.42
6/11/2018,156.57
6/12/2018,157.33
6/13/2018,156.61
6/14/2018,156.66
6/15/2018,151.42
6/18/2018,147.91
6/19/2018,141.25
6/20/2018,141.86
6/21/2018,142.05
6/22/2018,143.75
6/25/2018,143.11
6/26/2018,142.42
6/27/2018,143.02
6/28/2018,140.8
6/29/2018,141.42
7/2/2018,139.75
7/3/2018,139.55
7/5/2018,138.12
7/6/2018,142.32
7/9/2018,144.03
7/10/2018,145.57
7/11/2018,142.47
7/12/2018,149.21
7/13/2018,148.03
7/16/2018,147.91
7/17/2018,148.87
7/18/2018,148.43
7/19/2018,147.54
7/20/2018,146.75
7/23/2018,146.29
7/24/2018,146.11
7/25/2018,148.25
7/26/2018,148.69
7/27/2018,148.87
7/30/2018,150.32
7/31/2018,150.98
8/1/2018,148.87
8/2/2018,149.7
8/3/2018,148.5
8/6/2018,148.97
8/7/2018,148.13
8/8/2018,146.92
8/9/2018,147.05
8/10/2018,143.63
8/13/2018,139.47
8/14/2018,139.94
8/15/2018,136.06
8/16/2018,137.85
8/17/2018,137.16
8/20/2018,139.37
8/21/2018,140.29
8/22/2018,138.68
8/23/2018,137.33
8/24/2018,137.56
8/27/2018,140.44
8/28/2018,140.85
8/29/2018,139.47
8/30/2018,138.62
8/31/2018,138.56
9/4/2018,139.5
9/5/2018,137.7
9/6/2018,137.01
9/7/2018,138.17
9/10/2018,141.3
9/11/2018,139.69
9/12/2018,139.27
9/13/2018,137.36
9/14/2018,137.9
9/17/2018,137.02
9/18/2018,132.32
9/19/2018,132.66
9/20/2018,132.24
9/21/2018,133.35
9/24/2018,132.42
9/25/2018,133.11
9/26/2018,132.37
9/27/2018,130.97
9/28/2018,128.7
10/1/2018,128.6
10/2/2018,128.4
10/3/2018,128.85
10/4/2018,128.08
10/5/2018,128.24
10/8/2018,130.69
10/9/2018,129.78
10/10/2018,129.42
10/11/2018,129.44
10/12/2018,132.07
10/15/2018,132.66
10/16/2018,132
10/17/2018,131.31
10/18/2018,131.53
10/19/2018,131.31
10/22/2018,134.85
10/23/2018,133.11
10/24/2018,129.88
10/25/2018,130.91
10/26/2018,132.34
10/29/2018,130.05
10/30/2018,129.59
10/31/2018,129.52
11/1/2018,133.18
11/2/2018,132.78
11/5/2018,132.91
11/6/2018,130.49
11/7/2018,133.61
11/8/2018,134.18
11/9/2018,133.39
11/12/2018,131.24
11/13/2018,130.87
11/14/2018,132.04
11/15/2018,131.92
11/16/2018,131.93
11/19/2018,131.53
11/20/2018,130.49
11/21/2018,132.76
11/23/2018,130.13
11/26/2018,132.42
11/27/2018,131.24
11/28/2018,132.93
11/29/2018,132.59
11/30/2018,132.98
12/3/2018,134.73
12/4/2018,134.5
12/5/2018,136.75
12/6/2018,133.27
12/7/2018,135.2
12/10/2018,134.61
12/11/2018,134.85
12/12/2018,134.77
12/13/2018,133.82
12/14/2018,134.14
12/17/2018,132.36
12/18/2018,131.19
12/19/2018,129.27
12/20/2018,126.49
12/21/2018,123.32
12/24/2018,122.26
12/26/2018,123.86
12/27/2018,121.44
12/28/2018,121.65
12/31/2018,121.67
1/2/2019,119.38
1/3/2019,119.36
1/4/2019,122.21
1/7/2019,122.6
1/8/2019,120.78
1/9/2019,123.24
1/10/2019,122.77
1/11/2019,122.16
1/14/2019,123
1/15/2019,121.94
1/16/2019,123.47
1/17/2019,125.33
1/18/2019,124.52
1/22/2019,123.24
1/23/2019,123.9
1/24/2019,123.26
1/25/2019,124.92
1/28/2019,124.45
1/29/2019,124.96
1/30/2019,125.31
1/31/2019,125.38
2/1/2019,124.1
2/4/2019,122.62
2/5/2019,123.69
2/6/2019,124.13
2/7/2019,123.07
2/8/2019,123.03
2/11/2019,120.11
2/12/2019,119.39
2/13/2019,120.32
2/14/2019,120.85
2/15/2019,121.1
2/19/2019,121.65
2/20/2019,121.6
2/21/2019,124.72
2/22/2019,123.04
2/25/2019,123.19
2/26/2019,121.37
2/27/2019,121.94
2/28/2019,122.72
3/1/2019,124.45
3/4/2019,123.24
3/5/2019,125.73
3/6/2019,125.06
3/7/2019,123.21
3/8/2019,123.85
3/11/2019,123.36
3/12/2019,126.14
3/13/2019,127.6
3/14/2019,125.21
3/15/2019,127.23
3/18/2019,126.85
3/19/2019,127.49
3/20/2019,127.23
3/21/2019,130.06
3/22/2019,129.05
3/25/2019,130.99
3/26/2019,131.26
3/27/2019,129.68
3/28/2019,127.86
3/29/2019,130.79
4/1/2019,130.37
4/2/2019,130.22
4/3/2019,129.84
4/4/2019,130.3
4/5/2019,131.98
4/8/2019,133.05
4/9/2019,131.98
4/10/2019,131.94
4/11/2019,131.01
4/12/2019,132.9
4/15/2019,129.83
4/16/2019,132.39
4/17/2019,133.06
4/18/2019,131.9
4/22/2019,132.24
4/23/2019,131.29
4/24/2019,129.96
4/25/2019,131.99
4/26/2019,130.94
4/29/2019,129.68
4/30/2019,129.39
5/1/2019,129.27
5/2/2019,127.15
5/3/2019,127.54
5/6/2019,123.95
5/7/2019,123.32
5/8/2019,121.86
5/9/2019,118.35
5/10/2019,115.35
5/13/2019,110.3
5/14/2019,112.5
5/15/2019,111.81
5/16/2019,112.57
5/17/2019,111.21
5/20/2019,114.44
5/21/2019,113.45
5/22/2019,112.49
5/23/2019,113.72
5/24/2019,115.25
5/28/2019,117.07
5/29/2019,116.38
5/30/2019,116.85
5/31/2019,114.73
6/3/2019,116.99
6/4/2019,116.23
6/5/2019,115.84
6/6/2019,115.59
6/7/2019,110.53
6/10/2019,110.92
6/11/2019,110.02
6/12/2019,111.25
6/13/2019,111.95
6/14/2019,110.8
6/17/2019,111.93
6/18/2019,112.61
6/19/2019,113.18
6/20/2019,111.16
6/21/2019,110.48
6/24/2019,110.7
6/25/2019,110.75
6/26/2019,111.88
6/27/2019,111.38
6/28/2019,111.36
7/1/2019,112.2
7/2/2019,113.4
7/3/2019,113.33
7/5/2019,112.61
7/8/2019,110.62
7/9/2019,106.64
7/10/2019,107.55
7/11/2019,106.3
7/12/2019,105.63
7/15/2019,107.77
7/16/2019,106.27
7/17/2019,105.31
7/18/2019,103.99
7/19/2019,106.29
7/22/2019,106.77
7/23/2019,107.4
7/24/2019,108.39
7/25/2019,108.17
7/26/2019,108.76
7/29/2019,108.21
7/30/2019,106.77
7/31/2019,107.58
8/1/2019,105.11
8/2/2019,100.13
8/5/2019,98.55
8/6/2019,98.96
8/7/2019,99.14
8/8/2019,100.4
8/9/2019,99.26
8/12/2019,97.98
8/13/2019,100.12
8/14/2019,100.39
8/15/2019,100.47
8/16/2019,101.33
8/19/2019,99.83
8/20/2019,99.66
8/21/2019,101.01
8/22/2019,99.33
8/23/2019,98.1
8/26/2019,97.44
8/27/2019,97.61
8/28/2019,98.97
8/29/2019,99.43
8/30/2019,99.14
9/3/2019,97.51
9/4/2019,98.1
9/5/2019,99.63
9/6/2019,98.72
9/9/2019,99.39
9/10/2019,100
9/11/2019,100.05
9/12/2019,104.84
9/13/2019,104.95
9/16/2019,105.48
9/17/2019,103.44
9/18/2019,101.95
9/19/2019,101.67
9/20/2019,101.99
9/23/2019,102.65
9/24/2019,101.79
9/25/2019,101.87
9/26/2019,101.58
9/27/2019,102.63
9/30/2019,102.51
10/1/2019,102.76
10/2/2019,103.35
10/3/2019,103.81
10/4/2019,103.93
10/7/2019,104.2
10/8/2019,103.34
10/9/2019,104.63
10/10/2019,103.51
10/11/2019,107.65
10/14/2019,104.85
10/15/2019,107.06
10/16/2019,108.76
10/17/2019,109.52
10/18/2019,109.81
10/21/2019,108.8
10/22/2019,108.98
10/23/2019,109.45
10/24/2019,108.95
10/25/2019,109.37
10/28/2019,109.18
10/29/2019,109.07
10/30/2019,110.72
10/31/2019,108.59
11/1/2019,108.24
11/4/2019,107.28
11/5/2019,107.53
11/6/2019,107.33
11/7/2019,109.01
11/8/2019,110.31
11/11/2019,110.15
11/12/2019,111.47
11/13/2019,111.31
11/14/2019,111.36
11/15/2019,112.39
11/18/2019,111.17
11/19/2019,110.13
11/20/2019,108.32
11/21/2019,107.87
11/22/2019,109.29
11/25/2019,110.89
11/26/2019,111.14
11/27/2019,110.9
11/29/2019,110.14
12/2/2019,109.2
12/3/2019,107.94
12/4/2019,109.03
12/5/2019,108.71
12/6/2019,111.22
12/9/2019,110.18
12/10/2019,111.11
12/11/2019,111.02
12/12/2019,113.2
12/13/2019,112.57
12/16/2019,112.86
12/17/2019,111.96
12/18/2019,112.47
12/19/2019,113.89
12/20/2019,114.53
12/23/2019,115.62
12/24/2019,115.77
12/26/2019,115.77
12/27/2019,116.14
12/30/2019,117.22
12/31/2019,116.36
1/2/2020,116.73
1/3/2020,116.62
1/6/2020,118.03
1/7/2020,117.68
1/8/2020,117.9
1/9/2020,119.13
1/10/2020,120.17
1/13/2020,120.54
1/14/2020,120.29
1/15/2020,118.5
1/16/2020,118.34
1/17/2020,120.07
1/21/2020,116.68
1/22/2020,119.87
1/23/2020,118.01
1/24/2020,116.95
1/27/2020,117.14
1/28/2020,118.57
1/29/2020,118.07
1/30/2020,116.36
1/31/2020,113.75
2/3/2020,112.64
2/4/2020,113.5
2/5/2020,113.77
2/6/2020,114.44
2/7/2020,114.3
2/10/2020,115.28
2/11/2020,115.5
2/12/2020,116.46
2/13/2020,115.66
2/14/2020,115.28
2/18/2020,116.06
2/19/2020,117.37
2/20/2020,116.9
2/21/2020,116.28
2/24/2020,113.85
2/25/2020,111.73
2/26/2020,110.33
2/27/2020,105.33
2/28/2020,103.62
3/2/2020,106.81
3/3/2020,105.78
3/4/2020,106.13
3/5/2020,106.76
3/6/2020,105.81
3/9/2020,103.15
3/10/2020,103.49
3/11/2020,103.72
3/12/2020,100.61
3/13/2020,101.94
3/16/2020,99.09
3/17/2020,97.61
3/18/2020,95.45
3/19/2020,92.57
3/20/2020,90.46
3/23/2020,87.88
3/24/2020,89.13
3/25/2020,90.06
3/26/2020,88.95
3/27/2020,86.5
3/30/2020,85.44
3/31/2020,86.16
4/1/2020,81.58
4/2/2020,84.24
4/3/2020,85.91
4/6/2020,89.4
4/7/2020,89.23
4/8/2020,90.8
4/9/2020,91.65
4/13/2020,89.33
4/14/2020,89.62
4/15/2020,88.98
4/16/2020,89.35
4/17/2020,89.08
4/20/2020,91.03
4/21/2020,89.84
4/22/2020,94.61
4/23/2020,94.99
4/24/2020,93.75
4/27/2020,92.7
4/28/2020,94
4/29/2020,96.26
4/30/2020,96.61
5/1/2020,94.1
5/4/2020,91.56
5/5/2020,90.29
5/6/2020,91.86
5/7/2020,93.34
5/8/2020,94.83
5/11/2020,95.43
5/12/2020,98.31
5/13/2020,96.83
5/14/2020,97.49
5/15/2020,98.16
5/18/2020,97.4
5/19/2020,99.76
5/20/2020,98.1
5/21/2020,97.84
5/22/2020,97.08
5/26/2020,98.13
5/27/2020,98.31
5/28/2020,97.02
5/29/2020,97.05
6/1/2020,101.21
6/2/2020,101.74
6/3/2020,101.92
6/4/2020,101.11
6/5/2020,103.86
6/8/2020,102.18
6/9/2020,101.48
6/10/2020,101.72
6/11/2020,100.25
6/12/2020,99.48
6/15/2020,98.33
6/16/2020,99.56
6/17/2020,101.11
6/18/2020,100.3
6/19/2020,100.79
6/22/2020,100.86
6/23/2020,100.17
6/24/2020,99.78
6/25/2020,100.61
6/26/2020,100.27
6/29/2020,100.49
6/30/2020,102.6
7/1/2020,105.76
7/2/2020,106.08
7/6/2020,106.4
7/7/2020,106.2
7/8/2020,108.12
7/9/2020,107.67
7/10/2020,108.38
7/13/2020,106.76
7/14/2020,105.54
7/15/2020,104.7
7/16/2020,105.39
7/17/2020,104.38
7/20/2020,105.97
7/21/2020,106.08
7/22/2020,105.39
7/23/2020,104.35
7/24/2020,101.28
7/27/2020,103.07
7/28/2020,102.98
7/29/2020,103.83
7/30/2020,106.47
7/31/2020,105.59
8/3/2020,107.63
8/4/2020,107.87
8/5/2020,108.63
8/6/2020,109.29
8/7/2020,105.09
8/10/2020,105.83
8/11/2020,106.99
8/12/2020,104.82
8/13/2020,106.15
8/14/2020,105.92
8/17/2020,106.64
8/18/2020,106.05
8/19/2020,107.47
8/20/2020,108.73
8/21/2020,108.32
8/24/2020,110.92
8/25/2020,110.52
8/26/2020,110.52
8/27/2020,110.16
8/28/2020,109.67
8/31/2020,109.81
9/1/2020,110.21
9/2/2020,109.47
9/3/2020,108.32
9/4/2020,109.52
9/8/2020,107.89
9/9/2020,108.19
9/10/2020,109.22
9/11/2020,109.22
9/14/2020,112.27
9/15/2020,111.96
9/16/2020,111.85
9/17/2020,110.97
9/18/2020,110.65
9/21/2020,109.94
9/22/2020,110.45
9/23/2020,109.96
9/24/2020,110.31
9/25/2020,111.14
9/28/2020,110.7
9/29/2020,110.03
9/30/2020,110.87
10/1/2020,111.07
10/2/2020,110.92
10/5/2020,111.27
10/6/2020,112.67
10/7/2020,113.9
10/8/2020,113.73
10/9/2020,113.99
10/12/2020,115.22
10/13/2020,115.99
10/14/2020,116.16
10/15/2020,116.65
10/16/2020,117.83
10/19/2020,119.92
10/20/2020,119.68
10/21/2020,119.72
10/22/2020,121.23
10/23/2020,120.14
10/26/2020,121.52
10/27/2020,121.39
10/28/2020,118.25
10/29/2020,117.66
10/30/2020,116.14
11/2/2020,115.82
11/3/2020,118.37
11/4/2020,118.35
11/5/2020,118.08
11/6/2020,116.15
11/9/2020,119.1
11/10/2020,119.53
11/11/2020,119.58
11/12/2020,119.01
11/13/2020,118.64
11/16/2020,120.63
11/17/2020,120.16
11/18/2020,121.05
11/19/2020,120.78
11/20/2020,122.95
11/23/2020,124.37
11/24/2020,122.99
11/25/2020,121.94
11/27/2020,123.42
11/30/2020,121.59
12/1/2020,121.65
12/2/2020,120.66
12/3/2020,119.83
12/4/2020,120.61
12/7/2020,121.98
12/8/2020,121.3
12/9/2020,123.1
12/10/2020,125.14
12/11/2020,124.84
12/14/2020,125.83
12/15/2020,127.38
12/16/2020,127.49
12/17/2020,130.08
12/18/2020,130.03
12/21/2020,125.99
12/22/2020,126.09
12/23/2020,128.31
12/24/2020,128.41
12/28/2020,128.67
12/29/2020,129.78
12/30/2020,131.4
12/31/2020,131.65
1/4/2021,133.08
1/5/2021,135.41
1/6/2021,134.92
1/7/2021,134.41
1/8/2021,134.43
1/11/2021,135.54
1/12/2021,137.68
1/13/2021,136.37
1/14/2021,136.75
1/15/2021,136
1/19/2021,136.75
1/20/2021,137.5
1/21/2021,139.15
1/22/2021,137.45
1/25/2021,138.74
1/26/2021,137.7
1/27/2021,136.23
1/28/2021,134.7
1/29/2021,135.89
2/1/2021,134.87
2/2/2021,135.98
2/3/2021,136.48
2/4/2021,142.03
2/5/2021,139.87
2/8/2021,142.92
2/9/2021,147.71
2/10/2021,144.72
2/11/2021,148.08
2/12/2021,149.41
2/16/2021,150.99
2/17/2021,151.55
2/18/2021,152.17
2/19/2021,152.48
2/22/2021,155.73
2/23/2021,156.17
2/24/2021,157.89
2/25/2021,151.15
2/26/2021,149.7
3/1/2021,154.31
3/2/2021,153.34
3/3/2021,149.06
3/4/2021,146.85
3/5/2021,147.89
3/8/2021,148.84
3/9/2021,142.1
3/10/2021,143.61
3/11/2021,148.89
3/12/2021,147.56
3/15/2021,146.14
3/16/2021,146.48
3/17/2021,145.79
3/18/2021,144
3/19/2021,142.7
3/22/2021,142.6
3/23/2021,140.77
3/24/2021,138.93
3/25/2021,132.19
3/26/2021,135.46
3/29/2021,135.64
3/30/2021,135.89
3/31/2021,136.3
4/1/2021,131.36
4/5/2021,131.24
4/6/2021,133.5
4/7/2021,133.97
4/8/2021,137.61
4/9/2021,139.76
4/12/2021,136.44
4/13/2021,139.73
4/14/2021,144.12
4/15/2021,145.37
4/16/2021,143.29
4/19/2021,142.75
4/20/2021,143.53
4/21/2021,145.32
4/22/2021,145.01
4/23/2021,149.65
4/26/2021,150.35
4/27/2021,154.06
4/28/2021,150.86
4/29/2021,145.84
4/30/2021,148.43
5/3/2021,148.06
5/4/2021,146.9
5/5/2021,147.17
5/6/2021,152.65
5/7/2021,151.1
5/10/2021,149.09
5/11/2021,147.88
5/12/2021,148.69
5/13/2021,143.21
5/14/2021,138.91
5/17/2021,138.73
5/18/2021,141.57
5/19/2021,139.74
5/20/2021,137.39
5/21/2021,139.57
5/24/2021,139.57
5/25/2021,139.38
5/26/2021,138.93
5/27/2021,139.21
5/28/2021,138.39
6/1/2021,141.98
6/2/2021,141.17
6/3/2021,141.91
6/4/2021,144.59
6/7/2021,142.47
6/8/2021,144.05
6/9/2021,146.7
6/10/2021,148.37
6/11/2021,148.16
6/14/2021,145.15
6/15/2021,146.28
6/16/2021,144.84
6/17/2021,141.66
6/18/2021,143.55
6/21/2021,143.56
6/22/2021,144.32
6/23/2021,146.51
6/24/2021,146.16
6/25/2021,146.92
6/28/2021,147.34
6/29/2021,147.59
6/30/2021,143.07
7/1/2021,144.76
7/2/2021,146.56
7/6/2021,147.29
7/7/2021,147.67
7/8/2021,146.41
7/9/2021,147.81
7/12/2021,148.57
7/13/2021,149.07
7/14/2021,151.35
7/15/2021,150.07
7/16/2021,151.55
7/19/2021,146.12
7/20/2021,149.16
7/21/2021,149.46
7/22/2021,151.43
7/23/2021,151.1
7/26/2021,150.99
7/27/2021,152.06
7/28/2021,152.54
7/29/2021,152.19
7/30/2021,150.64
8/2/2021,151.04
8/3/2021,151.45
8/4/2021,152.19
8/5/2021,152.81
8/6/2021,154.53
8/9/2021,153.19
8/10/2021,155.58
8/11/2021,153.72
8/12/2021,157.26
8/13/2021,158.95
8/16/2021,158.93
8/17/2021,159.93
8/18/2021,159.81
8/19/2021,156.32
8/20/2021,156.89
8/23/2021,157.33
8/24/2021,158.71
8/25/2021,159.25
8/26/2021,158.68
8/27/2021,159.82
8/30/2021,158.8
8/31/2021,155.93
9/1/2021,155.54
9/2/2021,157.21
9/3/2021,158.44
9/7/2021,158.49
9/8/2021,158.54
9/9/2021,157.09
9/10/2021,157.57
9/13/2021,156.4
9/14/2021,157.84
9/15/2021,157.35
9/16/2021,155.9
9/17/2021,155.59
9/20/2021,150.02
9/21/2021,151.72
9/22/2021,153.13
9/23/2021,155.81
9/24/2021,161.76
9/27/2021,165.23
9/28/2021,168.57
9/29/2021,171.79
9/30/2021,178.29
10/1/2021,176.15
10/4/2021,176.83
10/5/2021,183.57
10/6/2021,187.16
10/7/2021,188.09
10/8/2021,186.38
10/11/2021,185.02
10/12/2021,179.27
10/13/2021,175.03
10/14/2021,180.49
10/15/2021,180.87
10/18/2021,180.38
10/19/2021,181.72
10/20/2021,186.6
10/21/2021,178.87
10/22/2021,182.44
10/25/2021,182.91
10/26/2021,183.2
10/27/2021,186.25
10/28/2021,191.66
10/29/2021,193.55
11/1/2021,201.95
11/2/2021,197.59
11/3/2021,200.24
11/4/2021,196.26
11/5/2021,195.73
11/8/2021,194.21
11/9/2021,196.94
11/10/2021,195.11
11/11/2021,194.49
11/12/2021,193.93
11/15/2021,193.19
11/16/2021,194.02
11/17/2021,197.03
11/18/2021,194.03
11/19/2021,196.21
11/22/2021,195.43
11/23/2021,194.91
11/24/2021,195.11
11/26/2021,188.37
11/29/2021,187.75
11/30/2021,179.32
12/1/2021,175.58
12/2/2021,174.76
12/3/2021,175.6
12/6/2021,180.33
12/7/2021,179.26
12/8/2021,179.84
12/9/2021,179.63
12/10/2021,179.02
12/13/2021,180
12/14/2021,178.46
12/15/2021,178.28
12/16/2021,184.83
12/17/2021,180.82
12/20/2021,177.86
12/21/2021,180.77
12/22/2021,183.4
12/23/2021,183.89
12/27/2021,189.21
12/28/2021,185.46
12/29/2021,190.41
12/30/2021,192.69
12/31/2021,189.75
1/3/2022,190.82
1/4/2022,196.14
1/5/2022,195.96
1/6/2022,193.33
1/7/2022,194
1/10/2022,194.17
1/11/2022,195.52
1/12/2022,198.25
1/13/2022,196.9
1/14/2022,201.72
1/18/2022,204.04
1/19/2022,208.88
1/20/2022,207.06
1/21/2022,203.49
1/24/2022,202.86
1/25/2022,203.77
1/26/2022,206.15
1/27/2022,204.97
1/28/2022,208.56
1/31/2022,214.98
2/1/2022,214.58
2/2/2022,212.89
2/3/2022,215.07
2/4/2022,213.58
2/7/2022,210.74
2/8/2022,212.18
2/9/2022,210.4
2/10/2022,208.45
2/11/2022,207.13
2/14/2022,203.25
2/15/2022,203.54
2/16/2022,201.37
2/17/2022,201.42
2/18/2022,204.18
2/22/2022,202.71
2/23/2022,204.42
2/24/2022,200.81
2/25/2022,199.92
2/28/2022,200.74
3/1/2022,206.86
3/2/2022,199.76
3/3/2022,201.89
3/4/2022,196.19
3/7/2022,197.07
3/8/2022,198.8
3/9/2022,197.96
3/10/2022,196.93
3/11/2022,203.96
3/14/2022,200.15
3/15/2022,199.87
3/16/2022,201.89
3/17/2022,205.36
3/18/2022,213.78
3/21/2022,219.09
3/22/2022,219.14
3/23/2022,219.13
3/24/2022,220.59
3/25/2022,229.02
3/28/2022,234.36
3/29/2022,230.55
3/30/2022,235.66
3/31/2022,228.67
4/1/2022,226.74
4/4/2022,232.46
4/5/2022,231.77
4/6/2022,228.67
4/7/2022,223.86
4/8/2022,222.23
4/11/2022,226.13
4/12/2022,231.99
4/13/2022,238.47
4/14/2022,237.13
4/18/2022,241.41
4/19/2022,233.11
4/20/2022,234.04
4/21/2022,232.37
4/22/2022,228.93
4/25/2022,228.19
4/26/2022,228.65
4/27/2022,237.07
4/28/2022,248.87
4/29/2022,245.42
5/2/2022,254.15
5/3/2022,252.92
5/4/2022,260.8
5/5/2022,250.69
5/6/2022,242.01
5/9/2022,240.87
5/10/2022,240.88
5/11/2022,242
5/12/2022,245.25
5/13/2022,244.69
5/16/2022,253.88
5/17/2022,250.19
5/18/2022,243.46
5/19/2022,248.9
5/20/2022,239.75
5/23/2022,240.56
5/24/2022,238.52
5/25/2022,244.62
5/26/2022,236.96
5/27/2022,234.95
5/31/2022,234.21
6/1/2022,229.29
6/2/2022,234.43
6/3/2022,232.86
6/6/2022,232.12
6/7/2022,225.04
6/8/2022,224.79
6/9/2022,225.08
6/10/2022,213.85
6/13/2022,206.96
6/14/2022,203.32
6/15/2022,198.72
6/16/2022,200.93
6/17/2022,199.34
6/21/2022,191.86
6/22/2022,182.12
6/23/2022,171.91
6/24/2022,165.23
6/27/2022,158.49
6/28/2022,157.53
6/29/2022,164.27
6/30/2022,166.57
7/1/2022,164.27
7/5/2022,157.53
7/6/2022,149.33
7/7/2022,154.84
7/8/2022,161.16
7/11/2022,159.82
7/12/2022,153.08
7/13/2022,147.81
7/14/2022,141.07
7/15/2022,149.49
7/18/2022,156.72
7/19/2022,155.68
7/20/2022,156.4
7/21/2022,154.36
7/22/2022,153.17
7/25/2022,153.45
7/26/2022,159.22
7/27/2022,160.21
7/28/2022,162.13
7/29/2022,163.03
8/1/2022,158.51
8/2/2022,159.77
8/3/2022,159.13
8/4/2022,159.45
8/5/2022,162
8/8/2022,161.09
8/9/2022,166.95
8/10/2022,170.1
8/11/2022,176.26
8/12/2022,183
8/15/2022,191.42
8/16/2022,196.92
8/17/2022,191.34
8/18/2022,189.92
8/19/2022,195.5
8/22/2022,192.35
8/23/2022,189.13
8/24/2022,192.23
8/25/2022,192.3
8/26/2022,198.31
8/29/2022,197.44
8/30/2022,189.28
8/31/2022,190.78
9/1/2022,182.36
9/2/2022,173.93
9/6/2022,174.5
9/7/2022,171.25
9/8/2022,174.99
9/9/2022,176.68
9/12/2022,178.14
9/13/2022,172.43
9/14/2022,173.09
9/15/2022,174.06
9/16/2022,167.32
9/19/2022,161.85
9/20/2022,157.28
9/21/2022,163.33
9/22/2022,162.69
9/23/2022,155.95
9/26/2022,148.92
9/27/2022,148.45
9/28/2022,149.12
9/29/2022,143.51
9/30/2022,143.82
10/3/2022,141.89
10/4/2022,148.63
10/5/2022,140.26
10/6/2022,139.7
10/7/2022,141.94
10/10/2022,148.69
10/11/2022,149.75
10/12/2022,143.11
10/13/2022,142.89
10/14/2022,140.12
10/17/2022,140.02
10/18/2022,138.68
10/19/2022,131.93
10/20/2022,130.43
10/21/2022,133.35
10/24/2022,128.29
10/25/2022,132.24
10/26/2022,131.14
10/27/2022,126.58
10/28/2022,121.52
10/31/2022,121.33
11/1/2022,126.39
11/2/2022,133.13
11/3/2022,139.87
11/4/2022,146.49
11/7/2022,146.88
11/8/2022,146.45
11/9/2022,143.98
11/10/2022,143.11
11/11/2022,145.48
11/14/2022,140.92
11/15/2022,146.56
11/16/2022,146.21
11/17/2022,143.71
11/18/2022,141.19
11/21/2022,134.45
11/22/2022,138.89
11/23/2022,139.7
11/25/2022,135.12
11/28/2022,133.05
11/29/2022,135.84
11/30/2022,142.59
12/1/2022,142.99
12/2/2022,140.21
